-90426358G;OLHal2ZI;Nertie Boncore;8 Lakewood Trail;37,924152;-5,548795
-69872116G;TYAv3W;Noella Riby;79509 Carioca Terrace;36,887257;0,429312
24103;17;37,996918:3,066073;37,659169:3,264626;1/1/2043 16:12;8904ISC
24104;2;37,876858:3,862789;37,302225:3,299295;15/11/2048 16:12;0479TOH
24105;8;37,195624:3,567125;37,355296:3,367656;24/11/2049 16:12;1484TGQ
24106;66;37,220923:3,825190;37,848811:3,524735;18/5/2020 16:12;3299SCQ
-05003714W;nSYznV2z;Myrna Willatt;6 5th Terrace;36,651657;-7,498782
24107;6;37,097079:3,260384;37,694449:3,540391;20/2/2046 16:12;1727QJC
24108;59;37,304514:3,072695;37,260964:3,307596;7/12/2034 16:12;5386KDU
24109;9;37,776635:3,237770;37,069796:3,876980;21/4/2056 16:12;4847OEX
24110;43;37,714072:3,693136;37,252754:3,539628;1/12/2056 16:12;8656JWN
24111;4;37,761925:3,502213;37,197027:3,485214;12/8/2055 16:12;5921KRL
-78728062R;X6vsf5sA;Margaux Naper;2 School Lane;42,993324;-6,145134
24112;3;37,879818:3,497269;37,845241:3,135014;8/7/2049 16:12;5232DFN
24113;21;37,375683:3,260170;37,288858:3,917997;20/1/2021 16:12;0052CAS
24114;35;37,236366:3,179418;37,176092:3,322703;19/12/2021 16:12;4999GVK
-37059669V;Q2lvuo1qM;Cacilia MacKeague;89 Sutteridge Way;39,110218;-5,776869
24115;15;37,211035:3,190619;37,954436:3,840327;12/6/2026 16:12;5296YFM
-17820150G;uYNHfwg2aVx5;Gerty Bodell;6499 Dennis Junction;41,489567;-7,501694
24116;37;37,825251:3,618885;37,410535:3,466689;26/6/2044 16:12;7623IQT
24117;55;37,990814:3,076998;37,412671:3,585620;12/5/2030 16:12;6896TQO
24118;23;37,432295:3,514176;37,156804:3,400281;24/5/2051 16:12;0016MAX
24119;3;37,882839:3,041627;37,775597:3,892056;5/6/2035 16:12;4190DCN
24120;10;37,888241:3,714347;37,248421:3,130802;18/3/2057 16:12;2253KSB
-81641966J;sXTIxQjH;Mathian MacFadden;10432 Warner Point;42,328453;-3,521856
24121;86;37,772423:3,050783;37,710440:3,577624;16/9/2055 16:12;2801CLM
24122;37;37,534684:3,470901;37,992828:3,357006;12/4/2056 16:12;2809FXX
-50492044I;O8dTPsfF;Forbes Albarez;4 Boyd Lane;40,255215;-3,888607
24123;6;37,230354:3,138890;37,232215:3,759575;16/4/2050 16:12;6857ZBR
24124;11;37,721397:3,913388;37,609424:3,500626;30/6/2031 16:12;0380JGQ
24125;47;37,552629:3,546983;37,680746:3,479019;8/8/2025 16:12;8703NTK
24126;5;37,983978:3,315195;37,823359:3,665609;26/6/2019 16:12;7574LBU
24127;34;37,849269:3,830683;37,769829:3,630085;10/11/2029 16:12;7624WSA
-62533926K;yniHVDrK;Bliss Giggie;67 Myrtle Junction;42,794144;-7,431695
24128;32;37,304209:3,851466;37,091525:3,748009;15/9/2056 16:12;3676OID
24129;4;37,333842:3,663076;37,347636:3,940031;19/3/2042 16:12;9669PIQ
24130;11;37,151646:3,550432;37,222694:3,937498;28/6/2051 16:12;5193ZCK
-43900502B;MqUvrv2bQDb;Harlen Huckerby;811 Mallard Court;41,581764;1,500979
24131;4;37,340892:3,997955;37,920072:3,740043;10/1/2019 16:12;2534UYH
24132;46;37,073550:3,854152;37,870632:3,959380;27/6/2054 16:12;5158HWG
24133;9;37,016663:3,970916;37,404279:3,074313;19/10/2031 16:12;5574BJD
24134;18;37,217200:3,230567;37,955535:3,438124;2/1/2056 16:12;0029CXA
24135;50;37,555834:3,143376;37,721763:3,830988;13/12/2053 16:12;7682KDB
-93759091N;dSdkyfmFCAB;Benji Fernehough;83374 Clemons Point;37,966171;-5,734537
24136;37;37,643757:3,321787;37,030457:3,667196;13/9/2058 16:12;9085UGV
24137;9;37,183630:3,411725;37,903592:3,673330;15/8/2044 16:12;5386CMX
24138;73;37,520951:3,072420;37,844813:3,412427;28/2/2035 16:12;9326PMP
-10093514P;1yGbWnMrqW;Laurens Dahler;202 Mesta Trail;36,381462;2,366136
24139;23;37,774834:3,458632;37,846187:3,352702;21/4/2052 16:12;5762JIO
24140;31;37,497787:3,086337;37,333323:3,308939;6/9/2028 16:12;1565YZN
24141;22;37,103427:3,369335;37,534654:3,832087;8/4/2046 16:12;9396HPW
24142;3;37,053926:3,615009;37,197119:3,825648;7/12/2046 16:12;1641HSG
24143;12;37,796228:3,566790;37,322123:3,293558;23/10/2028 16:12;8666GUR
-59450906B;ArU480PPopt;Pippo Caldicot;4 Rieder Alley;38,911346;-5,279920
24144;34;37,142033:3,829554;37,710654:3,532792;6/1/2020 16:12;3320SWF
24145;27;37,222297:3,513047;37,633229:3,548631;12/11/2020 16:12;6522JQH
24146;47;37,098331:3,151006;37,003418:3,308451;16/12/2048 16:12;1306WCN
24147;39;37,582568:3,118839;37,074465:3,890439;24/12/2057 16:12;1645AIF
24148;15;37,822901:3,317515;37,733451:3,945677;25/11/2022 16:12;1113UDT
-62357720S;Xgr698dREZo;Valentin Lepper;60 Vernon Center;41,003857;-8,229885
24149;82;37,805902:3,089602;37,031373:3,821039;14/4/2021 16:12;0123YOS
24150;4;37,140080:3,313150;37,115604:3,567766;26/6/2056 16:12;0278MOY
-88864186K;698sSfd56g9;Bartolemo Strettell;784 Sherman Center;38,799286;-2,925888
24151;40;37,353313:3,451155;37,589679:3,364818;24/3/2037 16:12;2077SWL
24152;4;37,916410:3,731559;37,279366:3,205237;6/7/2054 16:12;8237FAQ
24153;2;37,137486:3,626087;37,864803:3,290811;21/11/2044 16:12;8645QOK
24154;28;37,217139:3,563280;37,424360:3,173559;19/2/2028 16:12;1499OLO
-27081136I;Rhaae6ukB;Sheree Casetti;227 Pleasure Hill;43,010445;-8,937704
24155;31;37,727073:3,111637;37,696005:3,080508;31/3/2027 16:12;2725PMV
24156;8;37,485946:3,805017;37,582141:3,823817;17/10/2019 16:12;9992KQV
-74044874U;KmLaEGVS;Bettye Earwaker;2 Bay Crossing;40,507198;-8,979451
24157;83;37,612049:3,637654;37,519730:3,685629;9/1/2054 16:12;4637IGS
-38006539Q;ZPcRK65I;Thia Ruspine;3 David Point;40,454960;-2,398422
24158;41;37,940062:3,480270;37,006714:3,673971;12/6/2024 16:12;0747XMT
24159;54;37,706595:3,235145;37,817713:3,287851;2/12/2052 16:12;1119AQE
-22222317E;NXNXnZmTA;Robena Timmens;6529 Evergreen Pass;41,682316;-6,500705
24160;63;37,134098:3,701010;37,404279:3,032044;19/5/2038 16:12;3221ALY
24161;18;37,541398:3,293100;37,452284:3,474868;18/9/2035 16:12;7137PHR
-77645195G;QbiV0qmhY1s;Marrilee Rainford;42 Schlimgen Park;38,885635;-3,628557
24162;36;37,717002:3,306009;37,789911:3,405072;29/4/2020 16:12;9705MUZ
-94373897G;FhW2i7;Gery Chaudron;9035 New Castle Court;38,327480;-5,360687
24163;22;37,288491:3,018708;37,124149:3,101230;28/12/2049 16:12;7309SBZ
-04012695T;cH9MQ5;Dory Kaesmans;3 Sunfield Court;40,291786;0,675088
24164;21;37,053285:3,140812;37,981903:3,673818;8/6/2021 16:12;0506LOE
24165;32;37,724418:3,389416;37,864162:3,021851;22/2/2043 16:12;3875AHU
24166;28;37,734458:3,388409;37,050050:3,993286;29/12/2053 16:12;0366XCR
24167;40;37,461898:3,798761;37,161077:3,555254;23/5/2020 16:12;7511WKZ
-30642509A;37UZZDddxVg4;Gregorius Frosch;116 Jenna Street;40,260372;0,984818
24168;28;37,247291:3,657613;37,924070:3,937803;11/12/2025 16:12;1294OHZ
24169;44;37,616993:3,942595;37,670980:3,947508;14/10/2028 16:12;0836EAA
24170;20;37,099368:3,690634;37,877316:3,631581;25/9/2027 16:12;1116AMA
24171;90;37,356548:3,192785;37,143101:3,409345;25/6/2055 16:12;7883SXL
-17559018S;PAjMNMpM;Zsa zsa Gillan;4 Jay Plaza;42,700153;-8,869927
24172;30;37,463607:3,918821;37,891720:3,934446;30/11/2020 16:12;8194PQX
24173;11;37,496139:3,483200;37,923795:3,862758;13/2/2019 16:12;4260LLR
24174;71;37,929106:3,857265;37,374004:3,505234;6/12/2035 16:12;0380JGQ
24175;12;37,084017:3,885891;37,980499:3,373852;31/10/2043 16:12;0018YWI
-54219597W;kkMN2o;Tades McAuliffe;35460 Porter Circle;36,537560;-0,978894
24176;24;37,024262:3,063326;37,843196:3,233680;30/7/2032 16:12;7111DPV
24177;77;37,110355:3,612232;37,452376:3,221320;5/10/2043 16:12;8431VKN
-86423533B;4kkifKf8StsY;Domingo Klassmann;22567 Cardinal Trail;38,050884;-1,045817
24178;30;37,763695:3,677084;37,626270:3,174596;1/3/2043 16:12;5242BYO
-50141037J;a1lw5V;Barn Shawdforth;06095 Golf View Alley;38,576637;3,040032
24179;15;37,074099:3,379986;37,372753:3,795618;19/2/2050 16:12;8073QRC
-53053917W;8LAmjLl5Z;Esme Sparrowhawk;3091 Esker Avenue;41,204842;0,985228
24180;57;37,456740:3,621540;37,992187:3,679556;3/3/2019 16:12;4234FCX
24181;40;37,956877:3,420850;37,366070:3,966369;5/8/2038 16:12;5264KWO
24182;8;37,068056:3,968810;37,521012:3,569048;27/1/2027 16:12;1429VDU
24183;7;37,915036:3,409314;37,761193:3,704733;27/1/2022 16:12;9460PTO
24184;50;37,512192:3,940031;37,204749:3,490951;23/6/2055 16:12;3503SXC
-84031084A;Dte21t;Nikki Rummin;3898 Dayton Pass;39,131962;2,593533
24185;17;37,587939:3,991180;37,101840:3,729179;7/11/2048 16:12;6117QJL
24186;50;37,928709:3,449416;37,836390:3,167302;23/8/2024 16:12;7566UTG
-82121569K;gMU52P3jrxX;Tamar Gyorffy;3 Manley Place;37,244835;-0,239035
24187;93;37,087710:3,988250;37,204901:3,729942;4/12/2050 16:12;4568ZMU
24188;18;37,276040:3,397412;37,200385:3,726402;10/4/2035 16:12;3403BIT
24189;16;37,165014:3,880398;37,371624:3,230323;21/1/2027 16:12;8645QOK
24190;82;37,552812:3,201025;37,681539:3,831538;18/6/2036 16:12;6355JDI
24191;42;37,481826:3,974944;37,503769:3,420209;22/11/2057 16:12;7974HQN
-07395076J;eK5v94rXb;Phillis Desesquelle;3 Vernon Junction;40,792736;-7,480816
24192;12;37,395276:3,019593;37,088473:3,639119;15/2/2033 16:12;2333UGF
24193;43;37,663076:3,726463;37,752556:3,760826;9/10/2051 16:12;3727HLH
-74745426R;qzV9BdsaN;Juana Seally;99 Anniversary Road;37,382462;1,094422
24194;56;37,399609:3,488907;37,718192:3,252663;15/5/2035 16:12;9669SEE
-65104466I;XnGH2FbJ5VX;Renado Crudge;18 Hansons Pass;41,801727;-1,098802
24195;11;37,940672:3,615009;37,705649:3,842799;7/4/2047 16:12;3580CXE
24196;15;37,878811:3,155126;37,460921:3,387524;6/1/2038 16:12;7087PXY
24197;82;37,466872:3,043611;37,902493:3,250343;9/2/2057 16:12;8466CSZ
24198;22;37,275307:3,150121;37,926908:3,421705;7/5/2023 16:12;7087PXY
24199;23;37,989257:3,453719;37,554430:3,148961;23/10/2029 16:12;5770ZTC
-99722267J;RZeYODN;Hobart Pymer;76 Johnson Court;39,432072;-7,837619
24200;6;37,065126:3,016083;37,761711:3,379559;4/9/2057 16:12;7088CVC
24201;37;37,123478:3,468947;37,025025:3,097873;17/1/2019 16:12;3457HTI
24202;84;37,506088:3,540788;37,560411:3,306894;9/2/2028 16:12;9168QQW
24203;39;37,556597:3,396130;37,324839:3,456343;30/12/2040 16:12;0712KKX
24204;35;37,623280:3,461196;37,303568:3,308451;27/4/2049 16:12;1332AON
-08996195H;IniSYrZZC;Link Harefoot;44 Kensington Circle;43,170807;-3,640455
24205;5;37,954253:3,105625;37,350322:3,765130;28/6/2055 16:12;0513ION
24206;17;37,045900:3,458419;37,404675:3,204138;31/10/2046 16:12;3039BVM
-66578984D;yO6KTXGEx;Evita Rupert;02649 Summer Ridge Court;36,215668;-0,298274
24207;16;37,110446:3,708304;37,167394:3,564287;21/5/2033 16:12;3170WZU
24208;57;37,767235:3,979522;37,861263:3,218970;31/7/2039 16:12;2765TYH
24209;2;37,672384:3,340953;37,587603:3,436659;7/4/2021 16:12;2706NHE
-64672410T;tI6Rb8DtmBi;Dionne Draisey;33147 Mayer Junction;39,093212;-5,580844
24210;34;37,323466:3,879818;37,908444:3,855190;24/9/2055 16:12;1534YED
24211;10;37,861507:3,141423;37,102084:3,059816;8/7/2037 16:12;
24212;49;37,159642:3,449110;37,488083:3,277718;5/5/2037 16:12;9352BBQ
24213;2;37,442640:3,677572;37,605853:3,810083;22/2/2020 16:12;7656QKP
-72680958K;JkW0mlu3B;Kania Soar;14 Northland Terrace;40,174034;-6,251461
24214;13;37,350963:3,207251;37,281564:3,614124;25/9/2036 16:12;4337OKD
24215;83;37,869747:3,539598;37,490524:3,528245;19/9/2051 16:12;6538VTX
24216;20;37,281045:3,054598;37,739280:3,966491;31/10/2036 16:12;8447ZYI
-84639444Q;Um3SJPHe0;Rina Livingston;0 Helena Hill;42,405708;2,557955
24217;9;37,350566:3,188391;37,254585:3,369671;25/8/2034 16:12;2528UWK
24218;29;37,266243:3,071810;37,811060:3,248756;29/10/2040 16:12;1876HNZ
24219;2;37,806909:3,594440;37,585711:3,707877;11/8/2019 16:12;
24220;22;37,152654:3,917447;37,237007:3,184332;1/11/2027 16:12;7388YHN
-45268290F;bj5APLTOpT;Gerhard Rowler;4093 Mcguire Way;37,719181;-4,412623
24221;6;37,957427:3,458571;37,241768:3,843898;9/7/2052 16:12;4274WAI
24222;14;37,879635:3,772393;37,614704:3,627369;26/1/2022 16:12;0434RYL
-17263499D;8BbmZwZJopDZ;Kris Farfull;8986 Crownhardt Road;41,111893;-1,251136
24223;61;37,022340:3,483810;37,761254:3,091678;5/1/2025 16:12;4189DJX
24224;41;37,958159:3,775506;37,172216:3,181494;18/4/2019 16:12;8409QBU
24225;42;37,775872:3,630177;37,469008:3,855007;24/9/2036 16:12;5332DZV
24226;41;37,617023:3,247810;37,390759:3,185064;22/6/2040 16:12;2880WQP
24227;14;37,264473:3,205390;37,665426:3,284219;14/11/2051 16:12;6842XAA
-40900924F;az7w1gNBX;Burk Somerfield;603 Butternut Circle;38,541271;-8,611191
24228;40;37,427168:3,763146;37,376446:3,516526;1/2/2054 16:12;0418VHX
24229;6;37,659261:3,917325;37,908933:3,412732;2/11/2028 16:12;0607VKL
-31428916F;VlQsRhn9ve;Rose MacAdam;60 Bluestem Street;41,814831;-8,844187
24230;57;37,412580:3,911222;37,020569:3,422102;14/4/2037 16:12;8403AWH
24231;8;37,180120:3,973266;37,349223:3,428419;10/4/2035 16:12;3333LNH
24232;50;37,936766:3,404828;37,688711:3,259560;20/3/2020 16:12;5286ZHC
24233;35;37,230171:3,747734;37,172521:3,278695;12/4/2039 16:12;7409JOD
24234;93;37,126560:3,223487;37,847377:3,709006;15/2/2055 16:12;7020PAN
-55770407H;PU7DLAGPE;Ronnica Caig;52 Pennsylvania Point;40,024006;-7,044635
24235;8;37,307108:3,945189;37,709159:3,354778;23/6/2037 16:12;4486VYL
24236;27;37,613544:3,216498;37,181738:3,556047;2/9/2026 16:12;1473DLD
24237;15;37,306681:3,898282;37,363384:3,497391;3/9/2047 16:12;8237FAQ
24238;47;37,386486:3,262947;37,951292:3,096805;3/9/2026 16:12;1127RRJ
-91188906J;rcFJxJGWE;Marilyn Geri;92766 Sommers Crossing;42,442848;-7,051759
24239;33;37,275857:3,800989;37,158116:3,944487;7/3/2052 16:12;3948CMF
24240;37;37,443892:3,779656;37,866298:3,431532;21/9/2022 16:12;8804AOL
24241;35;37,616749:3,117008;37,753838:3,977203;25/5/2038 16:12;3875AHU
-29027218E;FrpelPcp9;Tabbitha Bragger;6639 Shelley Place;40,306843;-6,373459
24242;1;37,541276:3,395184;37,087130:3,927976;5/5/2031 16:12;0555WKP
-07144029V;c5j7FTsW;Lyndsie Yitzovicz;14 Crowley Alley;41,614983;-7,813058
24243;20;37,823359:3,839778;37,140202:3,518204;6/8/2043 16:12;3737OWL
24244;38;37,307993:3,326273;37,241340:3,378430;10/10/2040 16:12;0380JGQ
24245;8;37,086856:3,356334;37,838649:3,971862;6/1/2046 16:12;6703LJO
24246;8;37,882778:3,786554;37,878872:3,207465;28/8/2023 16:12;2803GUB
-46840694W;OLISEAk;Camellia Tomaino;13 Valley Edge Avenue;37,292095;-6,172953
24247;17;37,534104:3,656880;37,231635:3,969115;14/2/2044 16:12;0873LQX
24248;21;37,321879:3,078555;37,820978:3,158116;13/12/2053 16:12;1213ASY
24249;6;37,443312:3,988006;37,935545:3,913694;8/2/2054 16:12;3905IVN
24250;10;37,527421:3,705741;37,900296:3,487594;7/3/2020 16:12;7334RFT
24251;15;37,521928:3,623402;37,097262:3,335490;12/5/2049 16:12;3934CGF
-99715981H;4oOR4L;Evangelia Lyver;682 Graceland Park;37,921242;-9,069633
24252;25;37,600757:3,865047;37,628986:3,225471;23/11/2023 16:12;4440SZD
-16247504X;I2e3jieaJqF;Sloan Odell;9 High Crossing Junction;38,183609;0,763587
24253;57;37,986511:3,470534;37,748009:3,862606;27/5/2034 16:12;4165INA
-09916619P;hObFNc;Moina Harkness;5 Mosinee Avenue;38,576008;2,494941
24254;48;37,804224:3,279550;37,030244:3,137730;14/12/2036 16:12;9085UGV
24255;31;37,128025:3,003662;37,793481:3,199011;11/4/2033 16:12;8626WVP
24256;3;37,124485:3,363933;37,765496:3,123600;14/1/2022 16:12;7626TUQ
24257;49;37,875393:3,178411;37,930265:3,890408;13/6/2022 16:12;4432WRB
24258;14;37,799493:3,603320;37,769250:3,919645;27/2/2047 16:12;3580CXE
-76324830Z;4KTtYi6XAyW;Elysha Bellelli;7 Village Green Terrace;38,298832;3,083365
24259;5;37,939238:3,076510;37,304422:3,232704;29/1/2026 16:12;9930WOV
24260;6;37,686178:3,046480;37,348033:3,603412;3/7/2046 16:12;6938OHV
24261;26;37,360424:3,699484;37,620289:3,628712;30/7/2054 16:12;4400NHG
24262;61;37,067629:3,806269;37,858303:3,981170;15/6/2058 16:12;8430SMA
-42970792I;UC54EZg7ywxN;Sela Carrel;546 Summit Parkway;41,632713;-4,242508
24263;6;37,845027:3,468947;37,930265:3,225684;17/5/2029 16:12;7658KMT
24264;61;37,946104:3,632008;37,316233:3,026276;17/7/2046 16:12;1320MNF
24265;64;37,359569:3,413739;37,422926:3,043855;7/4/2049 16:12;2106NOM
24266;55;37,101199:3,223853;37,379345:3,802942;15/12/2041 16:12;5317SEB
-68938001U;rcH7Jus;Robbin Bownes;443 Meadow Vale Pass;38,134712;-3,149014
24267;39;37,429334:3,226875;37,808405:3,941221;15/3/2049 16:12;0395KAX
-52686304O;BtXPDItpTzs2;Florentia Wratten;97168 Heath Avenue;36,533890;1,437153
24268;57;37,377300:3,841182;37,781274:3,206397;16/6/2045 16:12;6141FML
24269;1;37,906400:3,062349;37,242073:3,667104;10/12/2043 16:12;5949GHD
24270;52;37,588275:3,447707;37,257851:3,816187;18/9/2037 16:12;3529KYW
24271;36;37,824427:3,707572;37,290323:3,468276;27/9/2024 16:12;8541CWE
24272;33;37,400616:3,876827;37,788995:3,943724;2/8/2047 16:12;0011KLW
-62507303F;lv60bB2es;Kent Gierok;65690 Wayridge Trail;36,173580;-7,057038
24273;50;37,918851:3,381237;37,261605:3,069155;12/12/2025 16:12;6000QOI
24274;34;37,035554:3,872921;37,919645:3,868831;23/1/2037 16:12;3916BWC
-55201744E;TVnO5YzXW;Shaine Rosenblum;7 Hansons Court;39,918480;-6,755188
24275;52;37,843501:3,102695;37,611560:3,205512;4/6/2025 16:12;3279FRI
-37650525Y;15lwqt;Vitoria Zavittieri;4 Roxbury Plaza;37,515350;-3,351680
24276;14;37,834101:3,394604;37,370006:3,396191;19/6/2023 16:12;1422MXW
24277;13;37,474990:3,479568;37,495621:3,536424;8/12/2032 16:12;5296YFM
24278;43;37,567339:3,560656;37,511338:3,982116;28/2/2046 16:12;4838RSS
24279;24;37,724174:3,122379;37,869686:3,274789;17/10/2045 16:12;2561GQA
24280;15;37,166326:3,689108;37,291330:3,707297;26/5/2022 16:12;0725WHM
-54945919I;qZ6uccVI1W;Bobbie Erskine;71 Melby Terrace;40,284626;-7,539469
24281;38;37,534288:3,542619;37,290933:3,093051;4/2/2048 16:12;8142OEA
-48417772N;7RUVBn;Desiri Ivell;80 Vidon Lane;42,331547;-4,351613
24282;21;37,046999:3,111515;37,039521:3,813593;5/10/2055 16:12;1180BNZ
24283;9;37,689047:3,748894;37,711417:3,986450;18/10/2051 16:12;8610GEM
24284;39;37,796594:3,051790;37,850978:3,967681;18/12/2054 16:12;4601TLK
24285;21;37,919523:3,288430;37,681021:3,368114;1/2/2029 16:12;5755SMA
24286;57;37,806635:3,778405;37,442488:3,944304;26/7/2031 16:12;8767ADK
-21277598X;PiMHl3gt;Perry Blamire;8 Rigney Point;38,881359;-8,192603
24287;24;37,378979:3,557604;37,668142:3,890347;13/8/2056 16:12;9010HWY
24288;27;37,881771:3,782678;37,779809:3,393109;20/6/2038 16:12;3893KFK
24289;26;37,991485:3,589373;37,489120:3,957854;21/1/2024 16:12;5467YQT
24290;3;37,265297:3,716880;37,028657:3,765526;19/6/2036 16:12;8867HWK
-91157064X;OWG7Ix5Aa;Lock Cracoe;58450 Stephen Alley;42,379910;-1,512406
24291;23;37,240761:3,282174;37,676962:3,174474;24/2/2033 16:12;5074CCS
24292;68;37,990539:3,063692;37,291177:3,844569;30/11/2034 16:12;4014HKJ
-92280591L;eW7X36o9;Lauretta Penticost;65693 Shelley Hill;37,871536;-7,280653
24293;34;37,677145:3,024232;37,744774:3,030030;23/6/2035 16:12;0902FDI
24294;2;37,332255:3,762230;37,335826:3,113498;11/6/2054 16:12;6641XRG
24295;62;37,538194:3,324473;37,423627:3,281930;10/11/2048 16:12;8213ITO
24296;26;37,285989:3,051271;37,441939:3,013672;16/10/2023 16:12;3217QKB
-02408242L;1TK8ky0hq;Nissy Goodricke;8 Anderson Street;40,080605;-6,718633
24297;33;37,758904:3,673208;37,323984:3,429029;3/4/2044 16:12;5433XWR
24298;40;37,886319:3,434339;37,846583:3,021882;8/3/2054 16:12;4411BLI
24299;7;37,121769:3,531724;37,140751:3,398022;12/5/2056 16:12;6461SIS
24300;21;37,613300:3,650502;37,048036:3,627125;16/8/2040 16:12;6080LQE
24301;4;37,344371:3,276894;37,196203:3,787713;16/5/2043 16:12;6646BYU
-75377607H;qoX4bVzs;Donella Wardlaw;7 Dottie Court;36,045254;-5,655535
24302;26;37,592090:3,726615;37,776910:3,059725;24/6/2036 16:12;4840HJZ
-90339327O;z8HTOELUVvJA;Samuele O'Devey;7 Dwight Circle;39,532646;-7,857616
24303;32;37,971068:3,647237;37,449202:3,985321;30/9/2056 16:12;1484TGQ
24304;9;37,968566:3,969726;37,001129:3,178930;4/7/2048 16:12;6983QQW
24305;47;37,920988:3,473983;37,463851:3,443251;2/8/2043 16:12;9235OIA
24306;9;37,764580:3,042604;37,268563:3,109745;13/3/2031 16:12;4431IFS
-03805621Y;w3CZsbp;Mollie Heers;4 Northwestern Court;38,654369;1,215066
24307;54;37,643910:3,536729;37,469924:3,823664;20/7/2032 16:12;1947ZSC
24308;10;37,728996:3,914029;37,090121:3,515519;17/3/2036 16:12;3609BTV
-62793402V;3jbnnhixUj;Rabbi Camoletto;7691 Superior Junction;42,124138;-2,865074
24309;3;37,328013:3,607746;37,103763:3,581744;24/2/2025 16:12;5120KPN
-79729183L;4026fsUgxMD;Alwin Newe;06776 Warbler Road;36,440121;-8,227078
24310;16;37,955443:3,251228;37,531480:3,496689;18/11/2029 16:12;9241QKM
-02830227I;69NSXiVDKlu;Lesya McRavey;02 Donald Crossing;36,032898;1,508089
24311;26;37,677297:3,614734;37,282754:3,433546;25/10/2040 16:12;3403BIT
24312;7;37,274178:3,670522;37,480789:3,825709;9/6/2047 16:12;0021CFD
24313;45;37,269662:3,104770;37,401379:3,264260;18/3/2047 16:12;5762JIO
-15224323O;M4JL709GRfi;Delora Matschke;019 Muir Center;43,104038;-8,928504
24314;52;37,097201:3,015870;37,793512:3,037568;26/5/2046 16:12;3810WVM
-00834435G;65PBMDewo8G;Billie Cowle;3895 Bay Junction;40,043362;-3,412070
24315;94;37,370830:3,284402;37,810022:3,822779;9/12/2027 16:12;3217QKB
-51166106Z;Kp1qgivVsAd;Carine Woolstenholmes;37475 Muir Trail;38,361500;1,497352
24316;41;37,802423:3,346171;37,634693:3,730155;18/7/2046 16:12;3207XJV
24317;9;37,898434:3,797937;37,978179:3,216498;26/8/2043 16:12;8385TBQ
24318;15;37,944517:3,457961;37,028321:3,091891;19/9/2019 16:12;7626TUQ
-26711297R;mD3xgivRgqWT;Tait Scarf;84150 Grover Court;38,269604;0,358747
24319;42;37,144658:3,202673;37,395001:3,188421;25/9/2031 16:12;6886FBS
-80591899Z;WjWyniDmIg;Audie Jex;7 School Hill;38,597042;-8,870626
24320;29;37,722007:3,567064;37,883877:3,837764;31/3/2035 16:12;3503HGH
24321;46;37,013703:3,131809;37,276742:3,002014;17/3/2037 16:12;3221ALY
-11686180V;l5FgpZvk;Gaston Jery;86 Ramsey Terrace;43,095032;1,446574
24322;53;37,195776:3,218421;37,170080:3,119114;10/2/2023 16:12;5308HQP
24323;24;37,421796:3,684713;37,684774:3,263619;13/11/2052 16:12;7969ZOQ
24324;33;37,546739:3,119816;37,585803:3,998871;15/1/2044 16:12;6024TDO
-85370661H;QIzfnocOe;Katherina Creggan;4072 Prairieview Park;41,381954;2,474625
24325;6;37,567309:3,005158;37,438032:3,819544;9/10/2022 16:12;2528UWK
24326;34;37,434858:3,941649;37,456832:3,128086;10/8/2021 16:12;2454PVO
24327;19;37,126194:3,543016;37,496261:3,912320;23/3/2046 16:12;8417IKW
24328;48;37,703177:3,700064;37,156926:3,196234;27/1/2023 16:12;4023YWC
-53054825N;he5bD1QJ8ar;Maryrose Canlin;7 Jackson Point;38,769581;-3,263566
24329;22;37,283944:3,302713;37,261116:3,043519;16/3/2040 16:12;2822RED
24330;64;37,567858:3,211097;37,563555:3,904386;27/6/2022 16:12;7020PAN
